Specimen Number,Species ID,Group,Family,Scientific Name,Common Name,Country,State,County,Locality,Latitude,Longitude,Source,Accuracy,Drainage Name,HUC 8 Number,Year,Month,Day,Status,Comments,record_type,disposal,Museum_Cat_No,fresh_marine_intro,Reference 1,Type 1,Date 1,Author 1,Title 1,Publisher 1,Location 1,Reference 2,Type 2,Date 2,Author 2,Title 2,Publisher 2,Location 2,Reference 3,Type 3,Date 3,Author 3,Title 3,Publisher 3,Location 3,Reference 4,Type 4,Date 4,Author 4,Title 4,Publisher 4,Location 4,Reference 5,Type 5,Date 5,Author 5,Title 5,Publisher 5,Location 5,Reference 6,Type 6,Date 6,Author 6,Title 6,Publisher 6,Location 6
1412342,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, R083006, Pyramid",30.0453,-87.1876,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,9.0,27.0,established,"Habitat = Artificial Reef , Depth = 100 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412343,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, R083015, Pyramid",30.05575,-87.1758,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,9.0,27.0,established,"Habitat = Artificial Reef , Depth = 100 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412344,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, R083015, Pyramid",30.05575,-87.1758,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,9.0,27.0,established,"Habitat = Artificial Reef , Depth = 100 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412345,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site TDC#1, 50 Pyramids",30.0636,-87.1814,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,9.0,27.0,established,"Habitat = Artificial Reef , Depth = 100 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849083,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City Beach, USS Strength dive site",30.03227,-85.70689,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,6.0,15.0,established,Depth = 70-80ft,Literature,,,Marine,27288.0,Database,2015.0,"Schofield, P.J.","Florida Atlantic lionfish records, derived from REEF sighting reports",US Geolgoical Survey,"Gainesville, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339128,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City, bridgespan 12",30.02273,-85.62607,reported,Approximate,Northern Gulf of Mexico,32004300.0,2013,7.0,6.0,established,Depth = 64 ft. Habitat = artificial reef.,Personal communication,,,Marine,29478.0,Database,2016.0,REEF.,Reef Environmental Education Foundation Volunteer Survey Project Database.,World Wide Web electronic publication.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615193,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City Beach, Benjamin H. Grierson (Liberty Ship) artificial reef",29.98367,-85.70617,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,10.0,20.0,established,Specimen collected. Water depth = 75 ft. Habitat = artificial reef.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615178,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Sherman X tug boat reef",29.91777,-85.67443,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,10.0,14.0,established,Specimen collected. Water depth = 67 ft. Habitat = artificial reef.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
614654,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City Beach, PCMI barge (dive site)",30.11658,-85.82623,Map derived,Approximate,Northern Gulf of Mexico,32004300.0,2013,9.0,8.0,established,Specimen collected. Water depth = 65-70 ft. Habitat = artificial reef.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615176,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City bridge span 12 (dive site)",30.0444,-85.739,Map derived,Approximate,Northern Gulf of Mexico,32004300.0,2013,9.0,21.0,established,Specimen collected. Water depth = 70 ft.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615311,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City Beach, Warsaw Hole (dive site)",30.05513,-85.81375,Map derived,Approximate,Northern Gulf of Mexico,32004300.0,2013,11.0,10.0,established,Specimen collected. Water depth = 82 ft.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615316,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Mexico Beach, approx 9 miles SW",29.88575,-85.54653,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,11.0,10.0,established,Specimen observed. Water depth = 72 ft. Habitat = rubble.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615317,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City Beach, Warsaw Hole (dive site)",30.05513,-85.81375,Map derived,Approximate,Northern Gulf of Mexico,32004300.0,2013,11.0,10.0,established,Specimen observed. Water depth = 82 ft. Habitat = coral reef.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615318,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City Beach, Warsaw Hole (dive site)",30.05513,-85.81375,Map derived,Approximate,Northern Gulf of Mexico,32004300.0,2013,11.0,10.0,established,Specimens collected. Water depth = 82 ft. Habitat = coral reef.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615334,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City Beach, Mack's Reef",29.8978,-86.0793,Map derived,Approximate,Northern Gulf of Mexico,32004300.0,2013,11.0,16.0,established,Specimen collected. Water depth = 97 ft.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615336,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, USS Chippewa",29.96167,-85.80367,Map derived,Approximate,Northern Gulf of Mexico,32004300.0,2013,11.0,16.0,established,Specimen collected. Water depth = 103 ft. Habitat = wreck.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616986,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City Beach, Mack's Reef",29.8978,-86.0793,Map derived,Approximate,Northern Gulf of Mexico,32004300.0,2013,11.0,16.0,established,Specimens collected. Water depth = 94 ft. Habitat = reef.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616987,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Bay County, Accokeek tug (wreck)",29.97458,-85.86525,Map derived,Accurate,Northern Gulf of Mexico,32004300.0,2013,11.0,16.0,established,Specimen collected. Water depth = 103 ft. Habitat = wreck.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615260,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City, USS Strength",30.03238,-85.70853,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,10.0,26.0,established,Specimen collected. Water depth = 76 ft. Habitat = wreck.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615261,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City Beach, Warsaw Hole (dive site)",30.05513,-85.81375,Map derived,Approximate,Northern Gulf of Mexico,32004300.0,2013,10.0,26.0,established,Specimens collected. Water depth = 84 ft. Habitat = reef.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615281,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City, Black Bart",30.0608,-85.82388,Map derived,Accurate,Northern Gulf of Mexico,32004300.0,2013,9.0,28.0,established,Specimen collected. Water depth = 71 ft. Habitat = artificial reef.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615283,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City Beach, Red Sea Tug (dive site)",30.01597,-85.70005,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,11.0,3.0,established,Specimens collection. Water depth = 61 ft. Habitat = artificial reef.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615286,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City Beach, Warsaw Hole (dive site)",30.05513,-85.81375,Map derived,Approximate,Northern Gulf of Mexico,32004300.0,2013,11.0,2.0,established,Specimens collection. Water depth = 84 ft.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609161,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City Beach, Benjamin H. Grierson (Liberty Ship) artificial reef",29.98367,-85.70617,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,8.0,25.0,established,Specimen collected. Water depth = 79 ft. Habitat = artificial reef.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609162,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City Beach, Red Sea Tug (dive site)",30.01597,-85.70005,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,8.0,25.0,established,Specimens collected. Water depth = 76 ft. Habitat = artificial reef.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615291,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City Beach, Red Sea Tug (dive site)",30.01597,-85.70005,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,10.0,6.0,established,Specimen collected. Water depth = 72 ft. Habitat = artificial reef.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624109,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City, approx 20 miles SW",29.997,-86.046,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,10.0,10.0,established,Specimen collected. Water depth = 31.9 m.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624108,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City, approx 41 miles SW",29.695,-86.261,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,6.0,25.0,established,Specimen collected. Water depth = 67.5 m.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558065,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City, USS Strength",30.03238,-85.70853,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,6.0,2.0,established,Specimen observed. See voucher photo.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551051,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Progress Energy Reef (aka Shady Lady shrimp boat)",29.78575,-85.70048,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,5.0,27.0,established,Specimens collected. Water depth = 95 ft. Habitat = wreck. See voucher photo.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551044,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City Beach, offshore, bridge span 14",30.07528,-85.82361,Map derived,Approximate,Northern Gulf of Mexico,32004300.0,2013,2.0,24.0,established,Specimen observed.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547102,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Panama City, USS Strength",30.03238,-85.70853,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,4.0,21.0,established,Specimen collected. Water depth = 75 ft. Habitat = wreck. See voucher photo.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558271,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Mexico Beach, just east of 42nd Street canal",29.94974,-85.43079,Map derived,Approximate,St. Andrew-St. Joseph Bays,3140101.0,2013,6.0,27.0,established,Specimen observed. Water depth = 1 ft. Habitat = seaweed.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558273,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Phillips Inlet reef",30.19246,-86.04439,Map derived,Approximate,Northern Gulf of Mexico,32004300.0,2013,6.0,22.0,established,Specimens collected. Water depth = 85 ft. Habitat = reef.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558377,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, between Mexico Beach and Panama City, Massacre shrimp boat wreck",29.92855,-85.8896,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,6.0,25.0,established,Specimens collected. Water depth = 90 ft. Habitat = wreck. See voucher photo.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558764,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Mexico Beach, Capt Tom Hudson memorial reef",29.90024,-85.47881,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,6.0,25.0,established,Specimen collected. Water depth = 24 ft. Habitat = artificial reef. See voucher photo.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558765,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Progress Energy Reef (aka Shady Lady shrimp boat)",29.78575,-85.70048,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,6.0,12.0,established,Specimen collected. Water depth = 95 ft. Habitat = artificial reef. See voucher photo.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558766,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Mexico Beach, 18 mile bridge",29.75463,-85.73716,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,6.0,15.0,established,Specimen collected. Water depth = 105 ft. Habitat = bridge. See voucher photos.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558771,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Mexico Beach, Aida Gonzales memorial reef",29.79159,-85.72068,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,6.0,16.0,established,"Nine specimens observed, seven were collected. Water depth = 97 ft. Habitat = artificial reef.",Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558785,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Bay,"Gulf of Mexico, Florida, Mexico Beach, MB-111 (unnamed reef)",29.76952,-85.62715,reported,Accurate,Northern Gulf of Mexico,32004300.0,2013,6.0,21.0,established,Specimens collected. Water depth = 86 ft. Habitat = artificial reef.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544905,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Brevard,"Atlantic Ocean, Florida, Sebastian Inlet Park",27.85973,-80.44982,reported,Accurate,Vero Beach,3080203.0,2013,3.0,17.0,established,Specimen observed. Habitat = tide pool.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616991,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Brevard,"Atlantic Ocean, Florida, Sebastian Inlet State Park",27.85514,-80.45216,reported,Accurate,Vero Beach,3080203.0,2013,7.0,11.0,established,Specimen collected. Habitat = fishing dock pilings.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
616992,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Brevard,"Atlantic Ocean, Florida, Sebastian Inlet State Park boat ramp",27.85038,-80.45383,reported,Accurate,Vero Beach,3080203.0,2013,7.0,11.0,established,Specimen observed. Habitat = boat ramp.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609240,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Brevard,"Atlantic Ocean, Florida, Cape Canaveral Barge canal, Jetty Maritime park",28.40872,-80.59382,reported,Accurate,Cape Canaveral,3080202.0,2013,8.0,31.0,established,Specimen collected. Habitat = canal. See voucher photos.,Personal communication,,,Marine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849084,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Brevard,"Atlantic Ocean, Florida, Port Canaveral, East Basin, north dock at Trident Wharf",28.41876,-80.59378,reported,Accurate,Cape Canaveral,3080202.0,2013,9.0,4.0,established,,Literature,,,Marine,27288.0,Database,2015.0,"Schofield, P.J.","Florida Atlantic lionfish records, derived from REEF sighting reports",US Geolgoical Survey,"Gainesville, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849077,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Brevard,"Atlantic Ocean, Florida, Sebastian Inlet, in the rockwall on the west side of the wading pool",27.85956,-80.44995,reported,Accurate,Vero Beach,3080203.0,2013,6.0,23.0,established,No size or habitat reported.,Personal communication,,,Marine,27288.0,Database,2015.0,"Schofield, P.J.","Florida Atlantic lionfish records, derived from REEF sighting reports",US Geolgoical Survey,"Gainesville, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339749,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Brevard,"Atlantic Ocean, Florida, Port Canaveral, East Basin, north dock at Trident Wharf",28.41876,-80.59378,reported,Accurate,Cape Canaveral,3080202.0,2013,9.0,4.0,established,,NAS sighting report,,,Marine,29536.0,Database,2016.0,,Lionfish data for batch upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339713,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Brevard,"Atlantic Ocean, Florida, Sebastian Inlet, in the rock wall on the west side of the wading pool",27.85956,-80.44995,reported,Accurate,Vero Beach,3080203.0,2013,6.0,23.0,established,No size or habitat reported.,NAS sighting report,,,Marine,29536.0,Database,2016.0,,Lionfish data for batch upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339740,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Broward,"Atlantic Ocean, Florida, Lauderdale-By-The-Sea, 1.5 miles N of Commercial Blvd Pier",26.2102,-80.091,reported,Accurate,Florida Southeast Coast,3090206.0,2013,10.0,23.0,established,Specimen killed. Depth = 8 ft.,NAS sighting report,,,Marine,29536.0,Database,2016.0,,Lionfish data for batch upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339747,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Broward,"Atlantic Ocean, Florida, Dania Beach, 300 yards north of pier",26.0607,-80.109,reported,Accurate,Florida Southeast Coast,3090206.0,2013,8.0,14.0,established,"Specimens killed. Report was for only 2 lionfish but reported that as a person who fishes there ""all the time"", there's ""nothing but lionfish"". No sizes reported.",NAS sighting report,,,Marine,29536.0,Database,2016.0,,Lionfish data for batch upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339741,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Broward,"Atlantic Ocean, Florida, Ft. Lauderdale, 17th St. Causeway, at bridge fishing area, west bank",26.1004,-80.119,reported,Accurate,Florida Southeast Coast,3090206.0,2013,10.0,27.0,established,Specimen observed,NAS sighting report,,,Marine,29536.0,Database,2016.0,,Lionfish data for batch upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339732,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Broward,"Atlantic Ocean, Florida, Ft. Lauderdale, Inlet off of Stranahan River, near Southport Raw Bar",26.1025,-80.131,reported,Accurate,Florida Southeast Coast,3090206.0,2013,10.0,28.0,established,Specimen observed and photographed.,NAS sighting report,,,Marine,29536.0,Database,2016.0,,Lionfish data for batch upload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339765,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Broward,"Atlantic Ocean, Florida, Davie, Erojacks",26.0629,-80.107,reported,Accurate,Florida Southeast Coast,3090206.0,2013,3.0,2.0,established,Specimen observed under a ledge.,Literature,,,Marine,24369.0,Database,2019.0,Center for Invasive Species and Ecosystem Health.,EDDMapS: Early detection and distribution mapping system,The University of Georgia,"Tifton, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339764,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Broward,"Atlantic Ocean, Florida, John Lloyd Beach State Park, Port Everglades side of jetty",26.0926,-80.107,reported,Approximate,Florida Southeast Coast,3090206.0,2013,10.0,27.0,established,Specimen observed in 4 ft. of water,Literature,,,Marine,24369.0,Database,2019.0,Center for Invasive Species and Ecosystem Health.,EDDMapS: Early detection and distribution mapping system,The University of Georgia,"Tifton, GA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849064,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Broward,"Atlantic Ocean, Florida, Lauderdale-By-The-Sea, just outside the third reef line off of the coast",26.2012,-80.089,reported,Approximate,Floridian,32007000.0,2013,6.0,23.0,established,Specimens killed. Depth=75-90ft,Literature,,,Marine,27288.0,Database,2015.0,"Schofield, P.J.","Florida Atlantic lionfish records, derived from REEF sighting reports",US Geolgoical Survey,"Gainesville, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849053,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Broward,"Atlantic Ocean, Florida, Lauderdale-By-The-Sea, 1.5 miles N of Commercial Blvd Pier",26.2102,-80.091,reported,Accurate,Florida Southeast Coast,3090206.0,2013,10.0,23.0,established,Specimen killed. Depth = 8 ft,Literature,,,Marine,27288.0,Database,2015.0,"Schofield, P.J.","Florida Atlantic lionfish records, derived from REEF sighting reports",US Geolgoical Survey,"Gainesville, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849051,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Broward,"Atlantic Ocean, Florida, Broward County, 300 yards north of pier",26.0607,-80.109,reported,Accurate,Florida Southeast Coast,3090206.0,2013,8.0,14.0,established,"Specimens killed. Report was for only 2 lionfish but reported that as a person who fishes there ""all the time"", there's ""nothing but lionfish"". No sizes reported.",Literature,,,Marine,27288.0,Database,2015.0,"Schofield, P.J.","Florida Atlantic lionfish records, derived from REEF sighting reports",US Geolgoical Survey,"Gainesville, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849062,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,Broward,"Atlantic Ocean, Florida, Ft. Lauderdale, 17th St. Causeway",26.1024,-80.119,reported,Approximate,Florida Southeast Coast,3090206.0,2013,6.0,20.0,established,Specimen observed from the surface. Water depth = 1 ft,Literature,,,Marine,27288.0,Database,2015.0,"Schofield, P.J.","Florida Atlantic lionfish records, derived from REEF sighting reports",US Geolgoical Survey,"Gainesville, FL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
