Specimen Number,Species ID,Group,Family,Scientific Name,Common Name,Country,State,County,Locality,Latitude,Longitude,Source,Accuracy,Drainage Name,HUC 8 Number,Year,Month,Day,Status,Comments,record_type,disposal,Museum_Cat_No,fresh_marine_intro,Reference 1,Type 1,Date 1,Author 1,Title 1,Publisher 1,Location 1,Reference 2,Type 2,Date 2,Author 2,Title 2,Publisher 2,Location 2,Reference 3,Type 3,Date 3,Author 3,Title 3,Publisher 3,Location 3,Reference 4,Type 4,Date 4,Author 4,Title 4,Publisher 4,Location 4,Reference 5,Type 5,Date 5,Author 5,Title 5,Publisher 5,Location 5,Reference 6,Type 6,Date 6,Author 6,Title 6,Publisher 6,Location 6
1414417,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-077",25.5257,-83.1835,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 192 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414418,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-077",25.5257,-83.1835,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 192 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414458,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-077",25.5257,-83.1835,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 192 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414459,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-077",25.5257,-83.1835,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 192 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414460,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-077",25.5257,-83.1835,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 192 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414463,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-079",26.098,-83.125,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 163 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414464,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-079",26.098,-83.125,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 163 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414465,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-079",26.098,-83.125,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 163 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411117,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-072",25.145,-82.7325,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 136.16 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411118,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-072",25.145,-82.7325,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 136.16 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411119,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-072",25.145,-82.7325,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 136.16 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411120,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-072",25.145,-82.7325,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 136.16 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411121,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-074",25.0803,-83.1455,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 192 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411130,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-072",25.145,-82.7325,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 136.16 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411131,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-072",25.145,-82.7325,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 136.16 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411132,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-072",25.145,-82.7325,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 136.16 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411133,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-074",25.0803,-83.1455,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 192 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411134,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-074",25.0803,-83.1455,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 192 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411091,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-072",25.145,-82.7325,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 136.16 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411092,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-072",25.145,-82.7325,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 136.16 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411093,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-072",25.145,-82.7325,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 136.16 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411094,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-074",25.0803,-83.1455,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 192 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411095,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-074",25.0803,-83.1455,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 192 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411156,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-072",25.145,-82.7325,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 136.16 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411157,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-072",25.145,-82.7325,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 136.16 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411158,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-072",25.145,-82.7325,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 136.16 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411159,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-072",25.145,-82.7325,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 136.16 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411160,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-074",25.0803,-83.1455,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 192 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1411161,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-074",25.0803,-83.1455,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 192 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410778,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-072",25.145,-82.7325,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 136.16 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412451,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-071",25.168,-82.647,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 128 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412471,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-076",27.298,-83.203,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 197.2 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412445,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-076",27.298,-83.203,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 197.2 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412406,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-076",27.298,-83.203,reported,Accurate,Floridian,32007000.0,2013,6.0,15.0,established,"Habitat = Natural Bottom , Depth = 197.2 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412310,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-047",26.595,-83.756,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 246 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412337,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-047",26.595,-83.756,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 246 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412376,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-047",26.595,-83.756,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 246 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410783,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-044",27.0523,-83.6528,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 186.3 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410784,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-044",27.0523,-83.6528,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 186.3 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410744,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-044",27.0523,-83.6528,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 186.3 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410745,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-044",27.0523,-83.6528,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 186.3 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410770,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-044",27.0523,-83.6528,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 186.3 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410757,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-044",27.0523,-83.6528,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 186.3 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410758,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-044",27.0523,-83.6528,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 186.3 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412298,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-047",26.595,-83.756,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 246 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414469,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-043",26.895,-83.259,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 186 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414470,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-043",26.895,-83.259,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 186 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414729,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-047",26.595,-83.756,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 246 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414730,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-047",26.595,-83.756,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 246 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414716,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-044",27.0523,-83.6528,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 186.3 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414717,963,Marine Fishes,Scorpaenidae,Pterois volitans/miles,lionfish,United States of America,FL,,"Gulf of Mexico, Florida, site 171302-044",27.0523,-83.6528,reported,Accurate,Floridian,32007000.0,2013,6.0,12.0,established,"Habitat = Natural Bottom , Depth = 186.3 ft",Literature,,,Marine,30279.0,Database,2017.0,"Fogg, A.Q.",Lionfish <em>(Pterois volitans)</em> data from the northern Gulf of Mexico.,The University of Southern Mississippi,"Ocean Springs, MS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
